customerID,Contract,MonthlyCharges,TotalCharges,PaymentMethod,PaperlessBilling,billing_risk_score,Churn,churn_risk_segment
3274-NSDWE,Two year,19.6,1441.65,Credit card (automatic),No,0,No,Low Risk
2632-IVXVF,Two year,111.75,7511.3,Credit card (automatic),No,0,No,Low Risk
3692-JHONH,One year,106.5,5621.85,Electronic check,Yes,3,No,High Risk
8915-NNTRC,Two year,107.7,7919.8,Credit card (automatic),Yes,1,No,Low Risk
5914-GXMDA,One year,19.3,593.2,Mailed check,No,0,No,Low Risk
7463-IFMQU,Two year,20.05,1423.65,Bank transfer (automatic),No,0,No,Low Risk
2920-RNCEZ,Month-to-month,69.95,69.95,Credit card (automatic),Yes,4,No,Medium Risk
2541-YGPKE,One year,63.7,2763.35,Credit card (automatic),No,0,No,Low Risk
8515-OCTJS,Two year,24.75,692.1,Credit card (automatic),No,0,Yes,Low Risk
5382-TEMLV,Month-to-month,50.9,2298.55,Bank transfer (automatic),Yes,4,No,High Risk
3441-CGZJH,One year,60.4,2640.55,Credit card (automatic),Yes,1,No,High Risk
9592-ERDKV,One year,79.25,2911.8,Mailed check,No,0,No,Low Risk
2860-RANUS,Month-to-month,85.8,1727.5,Credit card (automatic),Yes,4,Yes,Medium Risk
5261-QSHQM,Month-to-month,24.45,86.6,Electronic check,Yes,6,Yes,Medium Risk
4778-IZARL,Two year,110.1,6705.7,Credit card (automatic),Yes,1,No,Low Risk
0432-CAJZV,Month-to-month,90.7,237.65,Mailed check,No,3,No,Low Risk
7008-LZVOZ,Two year,25.3,1672.35,Credit card (automatic),Yes,1,No,Low Risk
8868-WOZGU,Month-to-month,105.7,2979.5,Electronic check,Yes,6,Yes,High Risk
1200-TUZHR,Month-to-month,85.2,695.75,Electronic check,No,5,No,Medium Risk
9365-CSLBQ,Two year,24.35,1654.6,Mailed check,No,0,No,Low Risk
1334-FJSVR,Month-to-month,24.25,24.25,Electronic check,Yes,6,Yes,High Risk
5884-FBCTL,Two year,25.1,1857.85,Bank transfer (automatic),No,0,No,Medium Risk
7130-CTCUS,Month-to-month,54.55,825.1,Bank transfer (automatic),Yes,4,No,Medium Risk
6242-FEGFD,Two year,96.6,6424.25,Mailed check,No,0,No,Low Risk
7625-XCQRH,Month-to-month,76.5,837.95,Electronic check,Yes,6,Yes,Medium Risk
6194-HBGQN,One year,81.15,4126.2,Credit card (automatic),Yes,1,No,Low Risk
7634-WSWDB,Month-to-month,38.5,330.8,Electronic check,Yes,6,No,Medium Risk
6986-IXNDM,Month-to-month,92.9,1337.45,Electronic check,Yes,6,No,High Risk
1731-TVIUK,Month-to-month,93.5,362.2,Electronic check,Yes,6,Yes,High Risk
2987-BJXIK,Two year,84.7,5991.05,Mailed check,No,0,No,Low Risk
9769-TSBZE,Two year,66.0,4891.5,Electronic check,No,2,No,Low Risk
0406-BPDVR,One year,101.5,5373.1,Credit card (automatic),Yes,1,Yes,High Risk
0618-XWMSS,Month-to-month,74.9,2068.55,Bank transfer (automatic),Yes,4,Yes,Medium Risk
1395-WSWXR,Two year,20.75,487.05,Mailed check,No,0,No,Low Risk
6023-GSSXW,Two year,61.45,4131.2,Credit card (automatic),Yes,1,No,Medium Risk
6752-APNJL,Month-to-month,54.5,2301.15,Mailed check,No,3,No,Low Risk
5276-KQWHG,Month-to-month,69.6,131.65,Electronic check,Yes,6,Yes,Medium Risk
0420-HLGXF,Month-to-month,99.75,4036.0,Electronic check,Yes,6,No,Medium Risk
7446-KQISO,Two year,109.75,4900.65,Bank transfer (automatic),Yes,1,No,Low Risk
9823-EALYC,Two year,80.85,5727.45,Bank transfer (automatic),Yes,1,No,High Risk
0582-AVCLN,Two year,20.3,743.05,Mailed check,No,0,No,Low Risk
5803-NQJZO,Two year,67.8,4804.65,Bank transfer (automatic),Yes,1,No,Low Risk
2565-JSLRY,Month-to-month,24.05,24.05,Mailed check,Yes,4,Yes,Medium Risk
2607-DHDAK,Two year,19.8,1414.65,Credit card (automatic),Yes,1,No,Medium Risk
1073-XXCZD,Two year,25.7,1443.65,Bank transfer (automatic),No,0,No,Low Risk
0743-HRVFF,One year,56.15,2898.95,Electronic check,Yes,3,No,Medium Risk
4006-HKYHO,Two year,86.7,5309.5,Bank transfer (automatic),Yes,1,No,Low Risk
3727-JEZTU,Month-to-month,20.4,20.4,Mailed check,No,3,No,Low Risk
8143-ETQTI,Two year,19.65,451.55,Mailed check,Yes,1,No,Medium Risk
6689-KXGBO,Month-to-month,50.55,50.55,Electronic check,No,5,Yes,Medium Risk
9667-TKTVZ,Month-to-month,54.35,117.05,Mailed check,Yes,4,No,Medium Risk
3657-COGMW,Month-to-month,108.1,5839.3,Credit card (automatic),No,3,No,Low Risk
8570-KLJYJ,One year,54.45,1893.5,Mailed check,No,0,No,Low Risk
7754-IXRMC,Month-to-month,45.35,45.35,Mailed check,No,3,No,Low Risk
9473-CBZOP,One year,59.0,1654.45,Mailed check,No,0,No,Low Risk
2969-WGHQO,One year,69.45,477.05,Electronic check,No,2,No,Low Risk
6615-NGGZJ,Month-to-month,100.55,1415.55,Electronic check,Yes,6,Yes,High Risk
4334-HOWRP,Two year,64.95,4546.0,Credit card (automatic),Yes,1,No,Medium Risk
4255-DDUOU,Month-to-month,20.5,20.5,Mailed check,Yes,4,Yes,Medium Risk
5863-OOKCL,Month-to-month,18.85,163.2,Mailed check,No,3,No,High Risk
1686-STUHN,One year,19.8,849.9,Bank transfer (automatic),No,0,No,Low Risk
1329-VHWNP,Month-to-month,25.05,189.95,Bank transfer (automatic),No,3,No,Low Risk
2984-MIIZL,Month-to-month,74.8,321.9,Bank transfer (automatic),Yes,4,Yes,Medium Risk
0266-GMEAO,Two year,114.3,8058.55,Credit card (automatic),Yes,1,No,Low Risk
5590-YRFJT,Month-to-month,24.45,482.8,Electronic check,Yes,6,Yes,High Risk
5574-NXZIU,Two year,109.2,7049.75,Credit card (automatic),No,0,No,Low Risk
0019-GFNTW,Two year,45.05,2560.1,Bank transfer (automatic),No,0,No,Low Risk
4256-ZWTZI,Month-to-month,51.0,286.8,Mailed check,Yes,4,No,Medium Risk
8309-PPCED,Two year,110.45,7982.5,Bank transfer (automatic),Yes,1,No,Medium Risk
4098-NAUKP,Month-to-month,84.65,5683.6,Electronic check,Yes,6,No,Medium Risk
5196-WPYOW,One year,60.05,3994.05,Mailed check,No,0,No,Low Risk
4608-LCIMN,Month-to-month,44.65,369.15,Bank transfer (automatic),No,3,No,Low Risk
1485-YDHMM,Month-to-month,93.25,4631.7,Bank transfer (automatic),Yes,4,No,Medium Risk
4054-CUMIA,Month-to-month,20.25,401.95,Mailed check,Yes,4,No,Medium Risk
0603-TPMIB,Two year,25.45,1534.05,Mailed check,No,0,No,Low Risk
2525-GVKQU,Two year,20.6,1093.0,Mailed check,No,0,No,Low Risk
8161-QYMTT,Month-to-month,94.1,701.3,Electronic check,Yes,6,No,Medium Risk
9581-GVBXT,One year,34.8,1980.3,Mailed check,No,0,No,Medium Risk
5862-BRIXZ,Two year,60.75,2893.4,Bank transfer (automatic),Yes,1,No,Low Risk
5404-GGUKR,Month-to-month,51.35,262.3,Electronic check,Yes,6,No,Medium Risk
3308-JSGML,Two year,64.05,3886.85,Credit card (automatic),Yes,1,No,Low Risk
2126-GSEGL,Two year,84.8,5917.55,Bank transfer (automatic),Yes,1,No,High Risk
3677-TNKIO,Month-to-month,71.0,914.0,Credit card (automatic),Yes,4,Yes,Medium Risk
0440-QEXBZ,Month-to-month,50.15,2139.1,Mailed check,Yes,4,No,Medium Risk
2434-EEVDB,Two year,94.6,5948.7,Credit card (automatic),Yes,1,No,Low Risk
6762-QVYJO,Two year,59.75,3624.35,Mailed check,No,0,No,Low Risk
6199-IWKGC,One year,100.25,4753.85,Electronic check,No,2,No,Low Risk
2675-DHUTR,Month-to-month,98.9,5780.7,Electronic check,Yes,6,No,Medium Risk
8152-VETUR,Two year,97.7,6869.7,Credit card (automatic),Yes,1,No,Low Risk
9667-EQRXU,Month-to-month,40.3,1172.95,Electronic check,Yes,6,Yes,High Risk
7446-YPODE,Month-to-month,60.25,662.95,Bank transfer (automatic),No,3,No,Low Risk
9522-BNTHX,Month-to-month,56.25,1765.95,Electronic check,Yes,6,No,Medium Risk
4676-WLUHT,Two year,46.2,2431.95,Bank transfer (automatic),No,0,No,Low Risk
3329-WDIOK,Month-to-month,50.6,155.35,Electronic check,Yes,6,Yes,Medium Risk
7980-MHFLQ,Two year,24.9,1859.2,Mailed check,No,0,No,Medium Risk
2873-ZLIWT,Month-to-month,84.85,3303.05,Electronic check,Yes,6,Yes,Medium Risk
3415-TAILE,Month-to-month,65.7,134.35,Mailed check,No,3,Yes,Low Risk
0757-WCUUZ,Two year,63.35,3409.1,Credit card (automatic),No,0,No,Low Risk
1629-DQQVB,Month-to-month,50.1,709.5,Bank transfer (automatic),No,3,No,Medium Risk
1915-IOFGU,Month-to-month,70.5,70.5,Electronic check,No,5,Yes,Medium Risk
3045-XETSH,Month-to-month,94.85,953.45,Electronic check,Yes,6,Yes,High Risk
0374-AACSZ,Month-to-month,50.15,50.15,Electronic check,No,5,No,Medium Risk
7239-HZZCX,Month-to-month,19.75,19.75,Mailed check,No,3,Yes,Low Risk
4872-VXRIL,One year,64.65,3665.55,Bank transfer (automatic),Yes,1,No,Low Risk
9140-CZQZZ,Two year,79.6,5515.8,Bank transfer (automatic),Yes,1,No,Low Risk
3423-HHXAO,One year,19.5,272.0,Mailed check,Yes,1,No,Low Risk
9938-TKDGL,Two year,99.55,6668.0,Electronic check,Yes,3,No,Low Risk
0531-ZZJWQ,Month-to-month,74.0,4052.4,Electronic check,Yes,6,No,High Risk
6537-QLGEX,Month-to-month,38.9,664.4,Electronic check,Yes,6,No,Medium Risk
2688-BHGOG,Month-to-month,79.55,718.55,Electronic check,Yes,6,No,Medium Risk
7683-CBDKJ,Month-to-month,65.45,937.6,Electronic check,Yes,6,Yes,High Risk
0946-CLJTI,Month-to-month,98.7,5812.6,Electronic check,Yes,6,Yes,High Risk
3160-TYXLT,Month-to-month,46.3,2546.85,Bank transfer (automatic),Yes,4,No,Medium Risk
1325-USMEC,Two year,99.35,6944.5,Credit card (automatic),Yes,1,No,Low Risk
0916-QOFDP,Month-to-month,95.8,1346.3,Electronic check,Yes,6,No,Medium Risk
0628-CNQRM,One year,67.5,1544.05,Bank transfer (automatic),Yes,1,Yes,Low Risk
5606-AMZBO,Month-to-month,78.15,765.15,Credit card (automatic),Yes,4,No,Medium Risk
6199-IPCAO,Two year,26.1,692.55,Mailed check,No,0,No,Low Risk
7665-TOALD,Month-to-month,69.6,69.6,Electronic check,Yes,6,Yes,Medium Risk
0112-QWPNC,One year,84.35,4059.35,Electronic check,No,2,Yes,Medium Risk
0324-BRPCJ,Month-to-month,100.2,6851.65,Electronic check,Yes,6,Yes,High Risk
2777-PHDEI,Month-to-month,78.05,78.05,Electronic check,No,5,Yes,Medium Risk
5640-CAXOA,One year,40.35,1187.05,Credit card (automatic),Yes,1,No,Low Risk
2235-EZAIK,Two year,79.2,5401.9,Credit card (automatic),No,0,No,Medium Risk
3847-BAERP,Month-to-month,20.9,247.0,Mailed check,Yes,4,No,Medium Risk
1196-AMORA,Month-to-month,73.6,520.0,Electronic check,No,5,Yes,High Risk
4282-YMKNA,Month-to-month,74.75,706.6,Electronic check,Yes,6,Yes,Medium Risk
1453-RZFON,Month-to-month,49.9,49.9,Mailed check,No,3,No,Low Risk
8263-OKETD,Month-to-month,68.9,1370.35,Credit card (automatic),Yes,4,No,Medium Risk
0670-KDOMA,Month-to-month,20.25,20.25,Mailed check,Yes,4,No,Medium Risk
2476-YGEFM,Month-to-month,76.0,2215.25,Credit card (automatic),Yes,4,No,Medium Risk
8687-BAFGU,Month-to-month,74.0,74.0,Electronic check,No,5,No,Medium Risk
0641-EVBOJ,Month-to-month,82.3,214.4,Mailed check,Yes,4,No,Medium Risk
0829-XXPLX,Month-to-month,89.4,1871.15,Bank transfer (automatic),Yes,4,No,Medium Risk
9974-JFBHQ,Month-to-month,99.15,6171.2,Credit card (automatic),Yes,4,No,Medium Risk
5356-RHIPP,Month-to-month,20.2,20.2,Mailed check,Yes,4,Yes,Medium Risk
6624-JDRDS,Month-to-month,29.45,161.45,Bank transfer (automatic),No,3,No,High Risk
0608-JDVEC,Two year,19.8,1013.2,Electronic check,No,2,No,Medium Risk
9780-FKVVF,Month-to-month,59.15,336.7,Bank transfer (automatic),Yes,4,No,Medium Risk
1919-RTPQD,Month-to-month,44.75,333.65,Electronic check,No,5,No,Medium Risk
5214-NLTIT,Two year,90.8,6511.8,Credit card (automatic),Yes,1,No,Medium Risk
3345-PBBFH,Month-to-month,49.55,393.45,Bank transfer (automatic),Yes,4,No,Medium Risk
5055-BRMNE,Two year,106.7,7009.5,Credit card (automatic),No,0,No,Low Risk
9189-JWSHV,Month-to-month,93.55,2264.05,Electronic check,Yes,6,Yes,High Risk
2190-PHBHR,Two year,94.45,6921.7,Credit card (automatic),Yes,1,No,Low Risk
2650-GYRYL,One year,19.45,600.25,Bank transfer (automatic),Yes,1,No,Low Risk
0746-JTRFU,Month-to-month,25.05,56.35,Electronic check,Yes,6,Yes,Medium Risk
5208-FVQKB,Two year,67.95,4664.15,Mailed check,No,0,No,Low Risk
7184-LRUUR,One year,65.25,1441.8,Bank transfer (automatic),No,0,No,Low Risk
6627-CFOSN,Month-to-month,99.45,5623.7,Bank transfer (automatic),Yes,4,No,Medium Risk
3982-JGSFD,One year,20.35,695.85,Credit card (automatic),Yes,1,No,Low Risk
1574-DYCWE,Two year,19.95,1028.75,Mailed check,No,0,No,Low Risk
7247-XOZPB,One year,77.4,4155.95,Bank transfer (automatic),No,0,No,Low Risk
2466-FCCPT,One year,19.7,395.6,Bank transfer (automatic),No,0,No,Low Risk
6211-WWLTF,Two year,99.7,6330.4,Credit card (automatic),No,0,No,High Risk
4826-TZEVA,Month-to-month,74.8,2971.7,Credit card (automatic),No,3,No,Low Risk
6016-NXBNJ,One year,19.15,638.0,Mailed check,Yes,1,No,Low Risk
9138-EFSMO,One year,78.95,2034.25,Bank transfer (automatic),No,0,No,Low Risk
0576-WNXXC,Month-to-month,95.55,2510.2,Electronic check,Yes,6,Yes,High Risk
4632-XJMEX,One year,62.85,3419.5,Credit card (automatic),No,0,No,Low Risk
8910-LEDAG,Month-to-month,71.55,2427.35,Credit card (automatic),No,3,No,High Risk
3452-GWUIN,Month-to-month,94.95,1760.25,Electronic check,Yes,6,No,Medium Risk
2716-GFZOR,Month-to-month,86.1,3551.65,Credit card (automatic),Yes,4,No,Medium Risk
3724-UCSHY,Month-to-month,19.55,122.9,Mailed check,No,3,No,Low Risk
8626-XHBIE,Two year,24.8,1424.2,Mailed check,Yes,1,No,High Risk
4628-CTTLA,Month-to-month,39.3,2111.45,Electronic check,Yes,6,Yes,High Risk
3192-LNKRK,Month-to-month,84.05,2909.95,Mailed check,Yes,4,No,Medium Risk
4439-YRNVD,Month-to-month,36.25,374.0,Electronic check,No,5,No,Medium Risk
2876-VBBBL,Month-to-month,20.25,20.25,Mailed check,Yes,4,Yes,Medium Risk
6834-NXDCA,Month-to-month,23.9,300.8,Electronic check,Yes,6,Yes,Medium Risk
2208-UGTGR,Month-to-month,98.6,5581.05,Electronic check,No,5,No,Medium Risk
3005-TYFRD,Month-to-month,103.65,5676.65,Credit card (automatic),Yes,4,No,Medium Risk
8670-MEFCP,Two year,92.9,3379.25,Credit card (automatic),Yes,1,No,Low Risk
3079-BCHLN,One year,19.9,942.95,Bank transfer (automatic),No,0,No,Low Risk
7777-UNYHB,Month-to-month,20.1,232.4,Credit card (automatic),Yes,4,No,Medium Risk
5597-GLBUC,Month-to-month,85.45,85.45,Electronic check,Yes,6,Yes,Medium Risk
7278-CKDNC,Month-to-month,80.5,2088.45,Electronic check,Yes,6,No,Medium Risk
2748-MYRVK,One year,99.9,6137.0,Bank transfer (automatic),No,0,Yes,High Risk
8450-UYIBU,Month-to-month,39.85,1434.6,Electronic check,Yes,6,No,High Risk
2969-VAPYH,One year,60.5,3870.0,Credit card (automatic),No,0,No,Low Risk
4822-YCXMX,Month-to-month,84.8,2043.45,Electronic check,Yes,6,Yes,Medium Risk
7181-OQCUT,Month-to-month,103.85,2215.0,Mailed check,No,3,No,Low Risk
8474-UMLNT,Month-to-month,67.8,842.25,Bank transfer (automatic),No,3,No,Low Risk
9821-POOTN,Month-to-month,75.2,2576.2,Electronic check,Yes,6,Yes,Medium Risk
3836-FZSDJ,Two year,24.85,1901.0,Bank transfer (automatic),No,0,No,Low Risk
9142-XMYJH,Month-to-month,19.35,601.6,Credit card (automatic),No,3,No,Low Risk
6559-ILWKJ,Two year,49.35,3515.25,Electronic check,No,2,Yes,High Risk
0187-QSXOE,Month-to-month,89.0,605.45,Electronic check,Yes,6,No,High Risk
7733-UDMTP,Month-to-month,55.0,3094.05,Electronic check,Yes,6,No,Medium Risk
2649-HWLYB,Two year,76.15,4929.55,Bank transfer (automatic),No,0,No,Low Risk
5214-CHIWJ,One year,20.3,595.05,Mailed check,No,0,No,Low Risk
4229-CZMLL,Month-to-month,74.9,469.8,Electronic check,Yes,6,Yes,Medium Risk
6904-JLBGY,Two year,117.35,8436.25,Credit card (automatic),Yes,1,No,Low Risk
2465-BLLEU,Month-to-month,19.75,19.75,Mailed check,Yes,4,No,Medium Risk
1685-VAYJF,Month-to-month,45.2,492.0,Credit card (automatic),No,3,No,Low Risk
8874-EJNSR,Two year,25.2,987.95,Mailed check,No,0,No,Low Risk
6917-YACBP,Month-to-month,89.75,5496.9,Electronic check,Yes,6,No,Medium Risk
5049-MUBWG,One year,75.0,1908.35,Bank transfer (automatic),No,0,No,Low Risk
4223-WOZCM,Month-to-month,49.95,107.1,Mailed check,No,3,No,Low Risk
0769-MURVM,Two year,65.7,4575.35,Bank transfer (automatic),No,0,No,Low Risk
9253-VIFJQ,One year,67.05,4309.55,Credit card (automatic),No,0,No,Medium Risk
7030-FZTFM,Two year,110.9,7922.75,Credit card (automatic),No,0,No,Medium Risk
9741-YLNTD,Month-to-month,87.95,522.35,Bank transfer (automatic),Yes,4,No,Medium Risk
5917-RYRMG,One year,19.8,587.7,Credit card (automatic),No,0,No,Low Risk
5120-ZBLAI,One year,75.7,3876.2,Bank transfer (automatic),No,0,No,Low Risk
1194-BHJYC,Two year,62.15,3778.85,Mailed check,Yes,1,No,Low Risk
3663-MITLP,Month-to-month,101.25,1457.25,Electronic check,Yes,6,Yes,High Risk
0906-QVPMS,Two year,115.15,8349.45,Bank transfer (automatic),No,0,No,Medium Risk
9025-ZRPVR,Month-to-month,18.95,185.6,Mailed check,Yes,4,Yes,Medium Risk
1905-OEILC,Month-to-month,19.5,19.5,Mailed check,No,3,No,Low Risk
7858-GTZSP,Month-to-month,86.55,1066.9,Electronic check,Yes,6,No,Medium Risk
3285-UCQVC,Month-to-month,28.6,973.55,Credit card (automatic),No,3,Yes,High Risk
6248-BSHKG,One year,20.4,1226.45,Mailed check,No,0,No,Low Risk
4685-TFLLS,One year,19.8,342.3,Bank transfer (automatic),No,0,No,Medium Risk
3470-BTGQO,Month-to-month,45.65,985.05,Mailed check,No,3,No,Low Risk
1209-VFFOC,Two year,56.4,3948.45,Mailed check,Yes,1,No,Low Risk
8224-DWCKX,Month-to-month,73.3,828.05,Credit card (automatic),Yes,4,No,Medium Risk
5482-PLVPE,Month-to-month,24.35,41.85,Electronic check,No,5,Yes,Medium Risk
4553-DVPZG,Month-to-month,101.35,6164.7,Electronic check,Yes,6,No,High Risk
4902-OHLSK,Month-to-month,98.65,2862.75,Electronic check,No,5,Yes,High Risk
6917-IAYHD,Month-to-month,33.6,33.6,Mailed check,No,3,No,Low Risk
0495-ZBNGW,Month-to-month,79.9,343.95,Bank transfer (automatic),Yes,4,Yes,Medium Risk
8620-RJPZN,Month-to-month,20.7,20.7,Electronic check,No,5,No,Medium Risk
7572-KPVKK,Two year,104.05,6590.5,Electronic check,Yes,3,No,Low Risk
2642-MAWLJ,Two year,20.25,717.95,Bank transfer (automatic),No,0,No,Low Risk
2357-COQEK,Month-to-month,103.3,2890.65,Electronic check,Yes,6,Yes,High Risk
7103-ZGVNT,One year,73.7,4885.85,Credit card (automatic),No,0,No,Low Risk
3737-GCSPV,Month-to-month,96.2,1222.05,Credit card (automatic),Yes,4,Yes,High Risk
2027-WKXMW,Month-to-month,108.75,6871.7,Electronic check,Yes,6,No,High Risk
7137-NAXML,One year,20.15,405.6,Bank transfer (automatic),No,0,No,Low Risk
2428-ZMCTB,Month-to-month,19.75,208.25,Credit card (automatic),No,3,No,Low Risk
2961-VNFKL,Two year,25.95,1801.9,Credit card (automatic),Yes,1,No,Low Risk
1768-HNVGJ,Month-to-month,70.05,3062.45,Electronic check,Yes,6,No,Medium Risk
6963-KQYQB,Two year,24.05,1764.75,Mailed check,No,0,No,Low Risk
5934-RMPOV,Month-to-month,84.75,1816.75,Electronic check,Yes,6,No,Medium Risk
1207-BLKSA,Two year,23.05,1255.1,Mailed check,No,0,No,Low Risk
4088-YLDSU,One year,104.15,5743.05,Electronic check,Yes,3,Yes,High Risk
8316-BBQAY,Two year,59.95,3921.1,Credit card (automatic),No,0,No,Low Risk
1166-PQLGG,Two year,19.55,1463.45,Bank transfer (automatic),No,0,No,Low Risk
3146-JTQHR,One year,19.6,189.45,Bank transfer (automatic),No,0,No,Low Risk
4291-YZODP,One year,20.05,96.8,Mailed check,No,0,No,Low Risk
4395-PZMSN,Month-to-month,85.55,408.5,Electronic check,Yes,6,No,Medium Risk
6427-FEFIG,Two year,78.6,1846.65,Credit card (automatic),No,0,No,Low Risk
0017-IUDMW,Two year,116.8,8456.75,Credit card (automatic),Yes,1,No,Low Risk
8706-HRADD,Month-to-month,43.55,1011.5,Mailed check,Yes,4,No,Medium Risk
9955-QOPOY,One year,60.8,4263.4,Credit card (automatic),Yes,1,No,Low Risk
4385-ZKVNW,Month-to-month,54.9,2549.1,Bank transfer (automatic),Yes,4,No,High Risk
5446-DKWYW,One year,65.2,3965.05,Electronic check,Yes,3,No,Low Risk
2034-CGRHZ,Month-to-month,102.95,2496.7,Credit card (automatic),Yes,4,Yes,High Risk
5797-APWZC,Month-to-month,90.6,90.6,Electronic check,No,5,Yes,Medium Risk
3683-QKIUE,Month-to-month,50.8,288.05,Bank transfer (automatic),Yes,4,Yes,Medium Risk
4228-ZGYUW,Month-to-month,90.05,368.1,Electronic check,Yes,6,Yes,High Risk
9031-ZVQPT,Two year,108.2,7840.6,Electronic check,Yes,3,No,Low Risk
2990-IAJSV,Two year,92.0,6632.75,Bank transfer (automatic),No,0,No,Low Risk
8107-KNCIM,Month-to-month,75.1,1013.35,Electronic check,Yes,6,No,Medium Risk
9027-YFHQJ,Month-to-month,25.05,152.95,Bank transfer (automatic),Yes,4,No,Medium Risk
5176-LDKUH,One year,75.15,3772.65,Electronic check,No,2,No,Low Risk
4644-OBGFZ,One year,19.5,1026.35,Mailed check,No,0,No,Low Risk
7926-IJOOU,Month-to-month,19.3,19.3,Credit card (automatic),No,3,No,Low Risk
6480-YAGIY,One year,112.2,5031.85,Credit card (automatic),No,0,No,Medium Risk
4029-HPFVY,Month-to-month,70.3,220.4,Mailed check,Yes,4,No,Medium Risk
7602-DBTOU,Two year,19.6,1416.5,Mailed check,No,0,No,Low Risk
5345-BMKWB,Month-to-month,20.25,158.35,Mailed check,No,3,No,Low Risk
3519-ZKXGG,Month-to-month,75.85,256.6,Electronic check,Yes,6,Yes,Medium Risk
5457-COLHT,Two year,80.65,5542.55,Bank transfer (automatic),No,0,No,Low Risk
6416-TVAIH,Month-to-month,68.5,68.5,Electronic check,Yes,6,Yes,Medium Risk
5451-YHYPW,Two year,115.75,8443.7,Credit card (automatic),Yes,1,No,Low Risk
5108-ADXWO,Month-to-month,73.5,791.75,Electronic check,Yes,6,Yes,High Risk
7998-WNZEM,Two year,80.6,5708.2,Bank transfer (automatic),No,0,No,Low Risk
3066-RRJIO,Month-to-month,69.95,69.95,Mailed check,Yes,4,Yes,Medium Risk
4664-NJCMS,Two year,59.55,2016.3,Bank transfer (automatic),No,0,No,Low Risk
0307-BCOPK,One year,19.05,326.65,Mailed check,No,0,No,Low Risk
7629-WFGLW,One year,95.65,5471.75,Electronic check,No,2,No,Medium Risk
2542-HYGIQ,Month-to-month,19.95,19.95,Credit card (automatic),No,3,No,Low Risk
6715-OFDBP,Month-to-month,70.05,346.4,Electronic check,Yes,6,Yes,High Risk
5016-LIPDW,One year,19.4,1061.6,Mailed check,No,0,No,High Risk
6481-LXPWL,One year,36.1,1971.5,Credit card (automatic),Yes,1,No,Low Risk
1567-DSCIC,Month-to-month,94.0,773.65,Electronic check,Yes,6,Yes,High Risk
2150-UWTFY,Month-to-month,61.15,1422.05,Mailed check,No,3,Yes,High Risk
6124-ACRHJ,Month-to-month,19.75,19.75,Mailed check,No,3,No,Low Risk
9362-MWODR,Month-to-month,64.1,2460.35,Credit card (automatic),Yes,4,No,High Risk
9975-GPKZU,Two year,19.75,856.5,Credit card (automatic),No,0,No,Low Risk
9625-RZFUK,Two year,19.7,1275.85,Mailed check,No,0,No,Low Risk
5153-LXKDT,Two year,110.2,7467.5,Electronic check,Yes,3,No,Low Risk
5161-UBZXI,Two year,106.35,7261.75,Credit card (automatic),Yes,1,No,Low Risk
1020-JPQOW,Month-to-month,90.55,5116.6,Electronic check,No,5,No,Medium Risk
7919-ZODZZ,One year,65.9,660.05,Mailed check,Yes,1,No,Low Risk
0565-JUPYD,One year,104.5,6590.8,Credit card (automatic),No,0,No,Low Risk
6867-ACCZI,Two year,52.5,1208.15,Mailed check,Yes,1,No,Low Risk
5939-XAIXZ,Month-to-month,56.1,1033.9,Mailed check,Yes,4,No,Medium Risk
9054-FOWNV,Month-to-month,88.75,1885.15,Electronic check,Yes,6,No,Medium Risk
2683-BPJSO,Month-to-month,84.45,2467.1,Electronic check,Yes,6,Yes,High Risk
2157-MXBJS,One year,75.3,989.45,Mailed check,Yes,1,Yes,Low Risk
8207-VVMYB,Two year,26.0,2006.95,Bank transfer (automatic),Yes,1,No,Low Risk
9732-EQMWY,Month-to-month,99.4,5025.0,Electronic check,No,5,No,Medium Risk
9360-AHGNL,One year,109.55,4830.25,Mailed check,Yes,1,Yes,High Risk
1087-UDSIH,Month-to-month,19.6,59.75,Mailed check,Yes,4,Yes,Medium Risk
5269-NRGDP,One year,73.15,3088.25,Electronic check,No,2,No,Low Risk
6195-MELTI,One year,54.65,3134.7,Mailed check,Yes,1,No,Low Risk
5485-WUYWF,Month-to-month,66.4,94.55,Bank transfer (automatic),No,3,Yes,Low Risk
2121-JAFOM,Two year,115.55,8312.4,Credit card (automatic),Yes,1,No,Low Risk
8818-DOPVL,Month-to-month,104.45,4863.85,Electronic check,Yes,6,No,Medium Risk
2632-UCGVD,Month-to-month,100.05,6871.9,Credit card (automatic),Yes,4,Yes,High Risk
5445-PZWGX,One year,102.0,6529.25,Electronic check,No,2,Yes,High Risk
1227-UDMZR,Two year,91.15,6637.9,Bank transfer (automatic),Yes,1,No,Low Risk
5198-HQAEN,One year,89.7,3165.6,Electronic check,Yes,3,No,Low Risk
9170-CCKOU,Month-to-month,90.2,1454.15,Credit card (automatic),No,3,Yes,Low Risk
2167-FQSTQ,Two year,92.4,6786.1,Electronic check,Yes,3,No,Low Risk
2819-GWENI,One year,19.9,543.0,Mailed check,No,0,No,Low Risk
1043-YCUTE,Two year,25.15,1327.15,Credit card (automatic),Yes,1,Yes,Low Risk
3814-MLAXC,Month-to-month,79.85,2404.15,Credit card (automatic),Yes,4,Yes,Medium Risk
3572-UUHRS,One year,18.85,867.3,Bank transfer (automatic),No,0,No,Low Risk
2692-PFYTJ,Month-to-month,25.75,25.75,Mailed check,Yes,4,No,Medium Risk
