customerID,InternetService,PhoneService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,service_adoption_score
7925-PNRGI,DSL,1,1,1,1,1,1,0,6
8623-TMRBY,Fiber optic,1,0,1,1,0,0,0,3
1552-CZCLL,No,1,0,0,0,0,0,0,1
3038-PQIUY,DSL,1,1,1,1,0,0,0,4
1501-SGHBW,DSL,1,0,0,0,0,0,0,1
9313-CDOGY,No,1,0,0,0,0,0,0,1
8148-BPLZQ,DSL,1,0,1,0,0,0,0,2
2623-DRYAM,Fiber optic,1,0,0,1,0,1,1,4
9987-LUTYD,DSL,1,1,0,0,1,0,0,3
3208-YPIOE,Fiber optic,1,0,0,0,0,0,0,1
4488-KQFDT,Fiber optic,1,0,1,1,0,1,1,5
2612-RANWT,Fiber optic,1,0,0,1,0,1,1,4
5693-PIPCS,Fiber optic,1,0,1,0,1,1,1,5
0491-KAPQG,Fiber optic,1,0,0,0,0,0,0,1
1925-LFCZZ,DSL,0,0,0,1,0,1,1,3
8039-EQPIM,DSL,0,1,0,1,1,1,1,5
6900-PXRMS,Fiber optic,1,0,1,1,0,1,1,5
8707-RMEZH,Fiber optic,1,1,1,0,0,0,1,4
3346-BRMIS,DSL,0,0,0,1,0,1,1,3
3209-ZPKFI,DSL,1,0,1,0,0,0,0,2
6479-VDGRK,DSL,1,1,1,1,1,1,1,7
9373-WSLOY,DSL,0,0,1,1,1,1,0,4
2933-FILNV,DSL,0,0,0,0,0,0,0,0
3569-JFODW,DSL,1,1,1,1,1,1,1,7
9819-FBNSV,Fiber optic,1,0,0,0,0,0,0,1
9544-PYPSJ,Fiber optic,1,0,1,1,0,0,1,4
1591-XWLGB,No,1,0,0,0,0,0,0,1
0396-UKGAI,DSL,1,0,1,0,1,0,0,3
3243-ZHOHY,No,1,0,0,0,0,0,0,1
5186-EJEGL,DSL,1,1,0,1,1,1,0,5
7527-QNRUS,No,1,0,0,0,0,0,0,1
9986-BONCE,No,1,0,0,0,0,0,0,1
2722-JMONI,DSL,1,1,0,0,0,0,0,2
2203-GHNWN,Fiber optic,1,0,0,1,0,0,0,2
3878-AVSOQ,Fiber optic,1,0,0,0,0,0,0,1
3258-SYSWS,Fiber optic,1,1,1,1,1,1,1,7
5296-PSYVW,No,1,0,0,0,0,0,0,1
6319-QSUSR,No,1,0,0,0,0,0,0,1
4083-EUGRJ,No,1,0,0,0,0,0,0,1
7579-OOPEC,DSL,1,0,1,0,0,0,0,2
0512-FLFDW,Fiber optic,1,0,0,1,0,1,1,4
1771-OADNZ,Fiber optic,1,0,1,1,0,0,1,4
0487-CRLZF,DSL,1,0,0,1,1,1,1,5
2107-FBPTK,Fiber optic,1,0,1,1,0,1,1,5
9451-WLYRI,No,1,0,0,0,0,0,0,1
8219-VYBVI,No,1,0,0,0,0,0,0,1
1991-VOPLL,No,1,0,0,0,0,0,0,1
9738-QLWTP,Fiber optic,1,0,0,1,1,0,0,3
1016-DJTSV,Fiber optic,1,0,0,0,0,0,0,1
9419-IPPBE,Fiber optic,1,0,0,1,0,0,1,3
0174-QRVVY,No,1,0,0,0,0,0,0,1
5699-BNCAS,No,1,0,0,0,0,0,0,1
2900-PHPLN,No,1,0,0,0,0,0,0,1
0612-RTZZA,DSL,0,0,0,0,0,0,0,0
8106-GWQOK,DSL,0,1,1,0,1,1,1,5
8751-EDEKA,Fiber optic,1,0,1,1,0,0,1,4
6878-GGDWG,No,1,0,0,0,0,0,0,1
4039-PIMHX,DSL,1,0,1,0,0,0,0,2
8450-LUGUK,No,1,0,0,0,0,0,0,1
3604-WLABM,DSL,1,0,0,1,1,0,0,3
0795-GMVQO,Fiber optic,1,1,1,1,0,1,1,6
2259-OUUSZ,DSL,0,0,0,1,1,0,0,2
1142-IHLOO,Fiber optic,1,0,0,0,0,1,1,3
6410-LEFEN,DSL,1,0,0,0,0,0,0,1
4633-MKHYU,Fiber optic,1,0,0,0,0,1,1,3
6257-RJOHI,DSL,1,0,0,0,1,0,0,2
1545-JFUML,Fiber optic,1,1,1,1,0,1,0,5
3194-ORPIK,Fiber optic,1,0,0,0,0,1,0,2
7826-VVKWT,Fiber optic,1,0,0,1,0,1,1,4
1353-GHZOS,DSL,1,1,0,0,0,1,0,3
2587-EKXTS,Fiber optic,1,1,1,1,0,1,1,6
5442-BXVND,No,1,0,0,0,0,0,0,1
8816-VXNZD,Fiber optic,1,0,0,0,0,0,0,1
9378-FXTIZ,DSL,1,0,0,0,0,1,1,3
1723-HKXJQ,Fiber optic,1,0,1,0,0,1,1,4
7825-GKXMW,DSL,1,0,0,0,0,0,0,1
9753-OYLBX,No,1,0,0,0,0,0,0,1
2364-UFROM,DSL,1,1,1,0,1,1,0,5
6656-JWRQX,DSL,0,0,0,0,1,0,0,1
6473-ULUHT,DSL,1,1,1,0,1,1,1,6
1240-KNSEZ,No,1,0,0,0,0,0,0,1
0836-SEYLU,DSL,0,0,0,0,1,1,0,2
4433-JCGCG,Fiber optic,1,0,0,1,0,1,1,4
3716-BDVDB,Fiber optic,1,0,0,0,0,0,0,1
7688-AWMDX,DSL,1,1,0,0,1,0,0,3
2842-BCQGE,Fiber optic,1,0,0,0,0,0,0,1
7244-QWYHG,DSL,0,1,0,0,1,1,0,3
5899-MQZZL,Fiber optic,1,0,0,0,0,0,0,1
6849-OYAMU,Fiber optic,1,0,1,0,1,1,1,5
5312-UXESG,Fiber optic,1,0,0,1,0,1,1,4
9488-HGMJH,Fiber optic,1,0,0,0,0,0,0,1
6038-GCYEC,DSL,0,0,1,1,0,1,1,4
2150-WLKUW,DSL,1,0,1,0,0,1,0,3
7159-FVYPK,DSL,1,0,1,1,0,1,0,4
7032-LMBHI,DSL,1,1,0,0,0,1,0,3
1150-WFARN,Fiber optic,1,1,0,1,1,1,1,6
6088-BXMRG,Fiber optic,1,0,1,0,0,1,1,4
3144-AUDBS,DSL,1,0,0,0,1,0,0,2
4821-SJHJV,Fiber optic,1,1,0,0,0,1,0,3
7346-MEDWM,Fiber optic,1,0,1,1,0,0,0,3
1137-DGOWI,DSL,1,0,1,1,1,0,1,5
5616-PRTNT,No,1,0,0,0,0,0,0,1
3812-LRZIR,No,1,0,0,0,0,0,0,1
4818-QIUFN,Fiber optic,1,1,0,0,0,0,0,2
9483-GCPWE,No,1,0,0,0,0,0,0,1
4227-OJHAL,DSL,1,1,1,1,0,1,0,5
9220-CXRSC,DSL,1,1,0,0,1,0,0,3
4993-JCRGJ,Fiber optic,1,0,0,1,1,0,0,3
9537-JALFH,No,1,0,0,0,0,0,0,1
6698-OXETB,No,1,0,0,0,0,0,0,1
2103-ZRXFN,DSL,1,0,0,0,0,0,0,1
3724-BSCVH,No,1,0,0,0,0,0,0,1
4877-TSOFF,DSL,1,1,1,0,1,0,1,5
9209-NWPGU,DSL,1,1,0,0,1,1,0,4
6961-VCPMC,Fiber optic,1,0,0,0,0,0,1,2
7306-YDSOI,DSL,1,1,1,1,0,0,0,4
5288-AHOUP,Fiber optic,1,0,0,0,0,0,1,2
6688-UZPWD,Fiber optic,1,0,1,0,0,1,1,4
0655-YDGFJ,DSL,1,0,0,1,0,0,0,2
8468-EHYJA,Fiber optic,1,1,0,0,0,1,1,4
6823-SIDFQ,No,1,0,0,0,0,0,0,1
1097-FSPVW,DSL,1,1,0,1,0,0,0,3
2839-RFSQE,No,1,0,0,0,0,0,0,1
8328-SKJNO,DSL,0,1,1,0,1,0,0,3
7010-ZMVBF,No,1,0,0,0,0,0,0,1
5201-CBWYG,No,1,0,0,0,0,0,0,1
0968-GSIKN,Fiber optic,1,0,0,0,0,0,0,1
1965-DDBWU,Fiber optic,1,0,0,0,1,0,1,3
9057-SIHCH,Fiber optic,1,0,0,0,0,1,1,3
6352-GIGGQ,DSL,1,1,1,1,1,1,1,7
3635-QQRQD,No,1,0,0,0,0,0,0,1
6771-XWBDM,Fiber optic,1,0,1,1,0,1,1,5
2897-DOVND,Fiber optic,1,0,0,0,0,0,0,1
3082-YVEKW,DSL,1,1,0,1,1,1,0,5
0191-EQUUH,DSL,0,1,0,0,1,0,0,2
7134-HBPBS,Fiber optic,1,0,1,1,1,1,1,6
3489-HHPFY,Fiber optic,1,0,0,0,0,1,0,2
2926-JEJJC,No,1,0,0,0,0,0,0,1
8601-QACRS,DSL,1,0,0,0,0,0,0,1
4950-BDEUX,DSL,0,0,0,1,0,1,1,3
5789-LDFXO,No,1,0,0,0,0,0,0,1
0508-OOLTO,Fiber optic,1,0,0,0,0,0,0,1
2984-TBYKU,Fiber optic,1,1,1,1,1,0,1,6
9822-WMWVG,Fiber optic,1,1,1,1,1,1,0,6
2391-SOORI,DSL,1,1,0,0,0,0,0,2
9040-KZVWO,Fiber optic,1,0,1,0,0,0,0,2
2645-QTLMB,Fiber optic,1,0,1,0,0,1,1,4
4806-HIPDW,Fiber optic,1,0,0,0,0,0,0,1
1548-ARAGG,DSL,1,0,1,0,1,0,0,3
6339-RZCBJ,DSL,1,0,1,1,1,1,1,6
4424-TKOPW,Fiber optic,1,0,0,0,0,1,1,3
4415-WNGVR,DSL,1,1,0,1,1,1,1,6
2522-AHJXR,Fiber optic,1,1,0,1,1,1,1,6
0412-UCCNP,DSL,1,1,0,1,1,0,0,4
1816-FLZDK,DSL,0,0,0,0,1,0,0,1
7096-UCLNH,No,1,0,0,0,0,0,0,1
8443-ZRDBZ,Fiber optic,1,0,0,0,0,0,0,1
9136-ALYBR,DSL,0,0,0,0,0,0,0,0
4615-PIVVU,DSL,1,0,0,1,1,0,1,4
8885-QSQBX,DSL,1,1,0,0,0,0,0,2
7479-NITWS,Fiber optic,1,0,0,1,0,1,0,3
8617-ENBDS,Fiber optic,1,0,0,1,0,0,0,2
9385-NXKDA,DSL,1,1,1,1,0,1,1,6
0430-IHCDJ,DSL,1,0,0,0,0,0,0,1
2959-MJHIC,Fiber optic,1,0,0,0,0,1,0,2
6674-KVJHG,No,1,0,0,0,0,0,0,1
1814-DKOLC,No,1,0,0,0,0,0,0,1
4201-JMNGR,DSL,1,1,0,1,0,0,0,3
9351-HXDMR,Fiber optic,1,1,0,1,1,1,1,6
3537-HPKQT,Fiber optic,1,0,1,0,0,0,0,2
2129-ALKBS,No,1,0,0,0,0,0,0,1
5821-MMEIL,No,1,0,0,0,0,0,0,1
5960-WPXQM,Fiber optic,1,0,0,0,0,1,0,2
0684-AOSIH,Fiber optic,1,1,0,0,0,1,1,4
8260-NGFNY,DSL,0,0,0,0,0,0,0,0
1309-XGFSN,DSL,1,0,1,1,0,1,1,5
1866-RZZQS,Fiber optic,1,0,0,1,0,1,1,4
6968-URWQU,DSL,1,0,0,0,0,1,0,2
4742-TXUEX,No,1,0,0,0,0,0,0,1
9631-XEYKE,DSL,1,0,0,0,0,0,0,1
8631-NBHFZ,DSL,1,1,1,1,1,1,0,6
1335-MXCSE,DSL,1,0,0,1,1,0,0,3
8873-TMKGR,No,1,0,0,0,0,0,0,1
8800-JOOCF,Fiber optic,1,0,0,0,0,1,0,2
1469-LBJQJ,Fiber optic,1,0,1,1,0,1,1,5
4958-XCBDQ,Fiber optic,1,0,0,1,0,1,1,4
8337-UPOAQ,Fiber optic,1,0,0,1,0,0,1,3
0064-YIJGF,Fiber optic,1,0,0,0,0,0,0,1
2386-OWURY,Fiber optic,1,0,0,0,1,1,1,4
1725-IQNIY,Fiber optic,1,1,1,1,1,1,1,7
0310-VQXAM,No,1,0,0,0,0,0,0,1
6598-RFFVI,No,1,0,0,0,0,0,0,1
3453-RTHJQ,Fiber optic,1,0,0,0,0,0,0,1
6712-OAWRH,Fiber optic,1,0,0,0,0,1,1,3
6278-FEPBZ,No,1,0,0,0,0,0,0,1
4280-DLSHD,DSL,1,0,1,1,0,0,0,3
1508-DFXCU,Fiber optic,1,0,0,0,0,1,0,2
8614-VGMMV,DSL,1,0,0,0,0,0,0,1
7868-BGSZA,DSL,1,1,0,1,0,1,1,5
2800-QQUSO,Fiber optic,1,0,0,0,1,1,1,4
2930-UOTMB,DSL,1,1,0,1,1,0,0,4
7973-DZRKH,Fiber optic,1,1,0,1,1,0,0,4
5914-DVBWJ,Fiber optic,1,0,1,0,1,0,0,3
7698-YFGEZ,No,1,0,0,0,0,0,0,1
2533-QVMSK,Fiber optic,1,0,1,0,1,1,0,4
9773-PEQBZ,Fiber optic,1,0,1,0,0,0,0,2
8644-XLFBW,Fiber optic,1,0,0,0,0,0,0,1
0650-BWOZN,Fiber optic,1,0,1,0,0,0,0,2
8625-AZYZY,Fiber optic,1,0,1,1,0,1,1,5
7785-RDVIG,No,1,0,0,0,0,0,0,1
9602-WCXPI,No,1,0,0,0,0,0,0,1
2903-YYTBW,DSL,1,0,0,0,0,0,0,1
3620-MWJNE,DSL,1,1,0,0,1,0,0,3
8573-JGCZW,No,1,0,0,0,0,0,0,1
6837-HAEVO,Fiber optic,1,0,1,1,0,1,1,5
6701-YVNQG,DSL,1,1,1,1,1,1,1,7
9306-CPCBC,Fiber optic,1,0,0,0,0,0,0,1
4304-XUMGI,DSL,1,1,1,1,0,0,1,5
9504-YAZWB,No,1,0,0,0,0,0,0,1
8819-ZBYNA,Fiber optic,1,1,1,0,1,1,1,6
6174-NRBTZ,DSL,0,1,0,0,0,0,0,1
9481-IEBZY,Fiber optic,1,1,1,1,1,1,1,7
1833-VGRUM,Fiber optic,1,0,0,0,0,0,0,1
6137-NICCO,Fiber optic,1,0,1,1,0,1,0,4
9065-ZCPQX,DSL,1,1,1,1,1,0,1,6
6402-EJMWF,DSL,1,0,0,0,0,0,1,2
3620-EHIMZ,No,1,0,0,0,0,0,0,1
3213-VVOLG,No,1,0,0,0,0,0,0,1
6870-ECSHE,No,1,0,0,0,0,0,0,1
8747-UDCOI,No,1,0,0,0,0,0,0,1
8374-XGEJJ,Fiber optic,1,0,1,0,0,1,1,4
2656-TABEH,Fiber optic,1,0,1,0,0,1,1,4
6946-LMSQS,Fiber optic,1,1,0,0,0,0,1,3
4626-OZDTJ,DSL,1,0,1,0,1,1,1,5
9169-BSVIN,DSL,1,0,0,1,0,1,1,4
2325-ZUSFD,DSL,1,1,0,0,0,1,1,4
8194-PEEBY,No,1,0,0,0,0,0,0,1
6872-HXFNF,DSL,1,0,0,1,1,0,0,3
3932-CMDTD,Fiber optic,1,0,1,1,1,1,1,6
7714-YXSMB,Fiber optic,1,0,0,1,0,1,1,4
8387-UGUSU,No,1,0,0,0,0,0,0,1
1080-BWSYE,No,1,0,0,0,0,0,0,1
4039-HEUNW,Fiber optic,1,0,1,0,0,1,1,4
1194-HVAIF,Fiber optic,1,0,0,0,0,1,1,3
0812-WUPTB,Fiber optic,1,0,0,0,0,0,0,1
3594-UVONA,DSL,1,1,0,1,1,1,1,6
0004-TLHLJ,Fiber optic,1,0,0,1,0,0,0,2
1767-TGTKO,DSL,1,0,0,0,0,0,0,1
8439-LTUGF,No,1,0,0,0,0,0,0,1
8805-JNRAZ,DSL,1,0,1,0,0,0,0,2
5089-IFSDP,Fiber optic,1,1,1,1,0,1,1,6
6418-HNFED,DSL,1,1,1,1,1,1,1,7
0206-OYVOC,No,1,0,0,0,0,0,0,1
7291-CDTMJ,No,1,0,0,0,0,0,0,1
7128-GGCNO,Fiber optic,1,0,0,0,0,0,0,1
0237-YFUTL,Fiber optic,1,1,1,0,1,1,1,6
7691-KGKGP,DSL,1,0,1,0,1,1,0,4
6710-HSJRD,Fiber optic,1,0,1,1,1,1,1,6
3675-EQOZA,No,1,0,0,0,0,0,0,1
0840-DCNZE,DSL,1,1,1,1,1,1,1,7
1732-FEKLD,Fiber optic,1,0,1,1,0,1,0,4
9862-KJTYK,DSL,0,0,0,0,0,0,0,0
0479-HMSWA,Fiber optic,1,0,1,1,1,1,1,6
5854-KSRBJ,No,1,0,0,0,0,0,0,1
0365-BZUWY,Fiber optic,1,0,1,1,0,1,1,5
4817-VYYWS,Fiber optic,1,0,1,0,0,1,1,4
5701-SVCWR,No,1,0,0,0,0,0,0,1
3129-AAQOU,No,1,0,0,0,0,0,0,1
4922-CVPDX,DSL,1,0,1,1,0,1,1,5
1396-QWFBJ,Fiber optic,1,0,1,0,0,0,0,2
1357-BIJKI,Fiber optic,1,0,1,0,0,1,1,4
1099-BTKWT,DSL,0,1,0,1,0,1,1,4
5299-SJCZT,Fiber optic,1,0,0,1,0,1,1,4
2018-PZKMU,Fiber optic,1,0,0,1,1,1,1,5
7340-KEFQE,DSL,0,1,0,0,1,0,0,2
4570-QHXHL,DSL,1,0,0,0,0,0,0,1
2403-BCASL,Fiber optic,1,0,1,1,1,1,1,6
7392-YYPYJ,Fiber optic,1,0,1,0,0,1,1,4
2898-LSJGD,DSL,0,1,0,1,0,1,1,4
2223-GDSHL,Fiber optic,1,1,1,1,1,1,1,7
7359-PTSXY,DSL,1,0,0,0,0,0,0,1
9470-RTWDV,DSL,1,0,0,1,1,1,1,5
2176-OSJUV,DSL,1,1,1,0,1,0,0,4
9348-YVOMK,DSL,1,0,0,0,0,0,0,1
8104-OSKWT,Fiber optic,1,1,0,0,0,0,0,2
4521-YEEHE,Fiber optic,1,0,0,0,1,1,0,3
4090-KPJIP,Fiber optic,1,0,0,0,0,0,0,1
3786-WOVKF,Fiber optic,1,1,1,0,0,1,1,5
4503-BDXBD,Fiber optic,1,0,1,0,0,0,0,2
6086-ESGRL,Fiber optic,1,0,0,0,0,0,1,2
2592-HODOV,No,1,0,0,0,0,0,0,1
3886-CERTZ,Fiber optic,1,0,1,1,1,1,1,6
7995-ZHHNZ,DSL,1,1,0,0,0,0,0,2
3824-RHKVR,No,1,0,0,0,0,0,0,1
5816-SCGFC,DSL,1,0,1,0,0,0,0,2
5989-AXPUC,Fiber optic,1,1,1,1,1,1,1,7
4979-HPRFL,No,1,0,0,0,0,0,0,1
8590-OHDIW,No,1,0,0,0,0,0,0,1
8015-IHCGW,Fiber optic,1,1,1,1,1,1,1,7
2332-TODQS,No,1,0,0,0,0,0,0,1
9278-VZKCD,Fiber optic,1,1,1,1,0,1,1,6
8008-OTEZX,No,1,0,0,0,0,0,0,1
2773-OVBPK,Fiber optic,1,0,1,1,1,1,1,6
5999-LCXAO,DSL,0,1,0,0,0,0,0,1
5206-XZZQI,Fiber optic,1,0,1,0,1,0,0,3
4803-LBYPN,No,1,0,0,0,0,0,0,1
5759-RCVCB,DSL,0,0,0,0,0,1,0,1
6372-RFVNS,Fiber optic,1,0,0,0,0,1,0,2
2139-FQHLM,Fiber optic,1,0,0,1,1,1,0,4
8261-GWDBQ,Fiber optic,1,1,1,1,1,1,1,7
1093-YSWCA,No,1,0,0,0,0,0,0,1
8938-UMKPI,Fiber optic,1,0,1,1,0,1,1,5
0991-BRRFB,DSL,1,1,0,0,0,0,0,2
3882-IYOIJ,Fiber optic,1,1,1,1,1,1,1,7
8749-TZYEC,No,1,0,0,0,0,0,0,1
1755-FZQEC,No,1,0,0,0,0,0,0,1
3115-JPJDD,Fiber optic,1,1,0,1,0,0,0,3
5600-KTXFM,Fiber optic,1,0,0,0,0,0,0,1
3871-IKPYH,Fiber optic,1,0,0,0,0,0,0,1
6319-IEJWJ,Fiber optic,1,0,0,0,0,1,1,3
9025-AOMKI,Fiber optic,1,0,0,0,0,1,1,3
6339-TBELP,Fiber optic,1,0,0,1,1,0,0,3
7964-YESJC,DSL,1,1,1,1,0,0,0,4
6173-GOLSU,Fiber optic,1,0,0,0,0,1,1,3
5275-SQEIZ,Fiber optic,1,0,0,0,0,0,1,2
7716-YTYHG,Fiber optic,1,0,0,0,0,0,1,2
9938-ZREHM,DSL,1,0,1,0,1,0,1,4
7950-XWOVN,DSL,0,0,1,1,0,0,0,2
4390-KYULV,No,1,0,0,0,0,0,0,1
4647-MUZON,Fiber optic,1,0,0,1,0,1,1,4
9702-AIUJO,DSL,1,0,0,0,0,0,0,1
8849-PRIQJ,Fiber optic,1,1,0,1,1,1,1,6
8851-RAGOV,DSL,1,1,1,0,1,0,1,5
1304-NECVQ,Fiber optic,1,0,0,1,0,0,0,2
5396-IZEPB,No,1,0,0,0,0,0,0,1
1729-VLAZJ,DSL,0,1,1,0,1,0,0,3
8285-ABVLB,No,1,0,0,0,0,0,0,1
0701-TJSEF,DSL,1,1,0,1,1,0,1,5
5712-VBOXD,No,1,0,0,0,0,0,0,1
6629-LADHQ,DSL,1,1,0,0,0,0,0,2
8945-GRKHX,Fiber optic,1,0,0,0,0,0,1,2
1559-DTODC,DSL,0,0,0,0,0,0,0,0
4797-MIWUM,No,1,0,0,0,0,0,0,1
6959-UWKHF,DSL,1,0,0,0,0,0,0,1
8720-RQSBJ,DSL,1,0,0,0,0,0,0,1
4537-CIBHB,No,1,0,0,0,0,0,0,1
3815-SLMEF,DSL,0,1,0,0,1,0,0,2
5154-VEKBL,DSL,0,1,0,1,1,1,1,5
4324-AHJKS,DSL,1,1,0,1,0,0,0,3
4355-CVPVS,Fiber optic,1,0,0,0,0,1,1,3
4495-LHSSK,DSL,1,1,0,0,0,0,0,2
5655-JSMZM,Fiber optic,1,0,0,0,0,1,1,3
5915-ANOEI,DSL,1,1,1,1,1,1,0,6
9861-PDSZP,Fiber optic,1,0,1,1,1,1,1,6
4505-EXZHB,Fiber optic,1,0,0,1,0,0,0,2
7225-CBZPL,Fiber optic,1,0,0,0,0,1,1,3
6704-UTUKK,DSL,0,0,0,0,0,1,1,2
4587-VVTOX,Fiber optic,1,0,1,1,0,1,1,5
2019-HDCZY,Fiber optic,1,0,0,1,0,1,1,4
4652-NNHNY,Fiber optic,1,0,0,0,0,0,0,1
8788-DOXSU,DSL,1,0,0,1,0,0,1,3
7404-JLKQG,DSL,1,0,0,1,0,1,0,3
7421-ZLUPA,DSL,0,0,1,0,0,0,0,1
8972-HJWNV,Fiber optic,1,0,0,0,0,0,1,2
3274-NSDWE,No,1,0,0,0,0,0,0,1
2632-IVXVF,Fiber optic,1,1,0,1,1,1,1,6
3692-JHONH,Fiber optic,1,0,1,1,0,1,1,5
8915-NNTRC,Fiber optic,1,1,1,0,1,1,1,6
5914-GXMDA,No,1,0,0,0,0,0,0,1
7463-IFMQU,No,1,0,0,0,0,0,0,1
2920-RNCEZ,Fiber optic,1,0,0,0,0,0,0,1
2541-YGPKE,DSL,1,1,0,0,1,0,1,4
8515-OCTJS,No,1,0,0,0,0,0,0,1
5382-TEMLV,DSL,1,1,0,0,0,0,0,2
3441-CGZJH,DSL,0,1,0,1,1,1,1,5
9592-ERDKV,DSL,1,1,0,1,0,1,1,5
2860-RANUS,Fiber optic,1,0,0,0,0,0,1,2
5261-QSHQM,DSL,0,0,0,0,0,0,0,0
4778-IZARL,Fiber optic,1,1,1,1,1,1,1,7
0432-CAJZV,Fiber optic,1,0,0,0,0,1,1,3
7008-LZVOZ,No,1,0,0,0,0,0,0,1
8868-WOZGU,Fiber optic,1,0,1,1,0,1,1,5
1200-TUZHR,Fiber optic,1,0,0,0,0,0,1,2
9365-CSLBQ,No,1,0,0,0,0,0,0,1
1334-FJSVR,DSL,0,0,0,0,0,0,0,0
5884-FBCTL,No,1,0,0,0,0,0,0,1
7130-CTCUS,DSL,1,1,1,0,0,0,0,3
6242-FEGFD,Fiber optic,1,1,1,1,1,0,0,5
7625-XCQRH,Fiber optic,1,0,0,0,0,0,0,1
6194-HBGQN,DSL,1,1,1,1,1,1,0,6
7634-WSWDB,DSL,0,1,0,0,0,0,1,2
6986-IXNDM,Fiber optic,1,0,0,0,0,1,1,3
1731-TVIUK,Fiber optic,1,0,1,0,1,0,1,4
2987-BJXIK,DSL,1,1,1,1,0,1,1,6
9769-TSBZE,DSL,1,1,1,0,1,0,0,4
0406-BPDVR,Fiber optic,1,0,1,0,0,1,1,4
0618-XWMSS,Fiber optic,1,1,0,0,0,0,0,2
1395-WSWXR,No,1,0,0,0,0,0,0,1
6023-GSSXW,DSL,1,0,1,0,0,0,1,3
6752-APNJL,DSL,1,1,1,0,0,0,0,3
5276-KQWHG,Fiber optic,1,0,0,0,0,0,0,1
0420-HLGXF,Fiber optic,1,0,0,1,0,1,1,4
7446-KQISO,Fiber optic,1,0,1,1,1,1,1,6
9823-EALYC,DSL,1,1,1,1,1,1,0,6
0582-AVCLN,No,1,0,0,0,0,0,0,1
5803-NQJZO,DSL,1,1,1,1,1,0,0,5
2565-JSLRY,No,1,0,0,0,0,0,0,1
2607-DHDAK,No,1,0,0,0,0,0,0,1
1073-XXCZD,No,1,0,0,0,0,0,0,1
0743-HRVFF,DSL,0,0,0,1,1,1,1,4
4006-HKYHO,DSL,1,1,1,1,1,1,1,7
3727-JEZTU,No,1,0,0,0,0,0,0,1
8143-ETQTI,No,1,0,0,0,0,0,0,1
6689-KXGBO,DSL,1,0,1,0,0,0,0,2
9667-TKTVZ,DSL,1,0,0,0,1,0,0,2
3657-COGMW,Fiber optic,1,1,1,1,0,1,1,6
8570-KLJYJ,DSL,1,1,0,0,0,0,0,2
7754-IXRMC,DSL,1,0,0,0,0,0,0,1
9473-CBZOP,DSL,1,1,0,1,0,0,0,3
2969-WGHQO,DSL,1,1,1,1,0,1,0,5
6615-NGGZJ,Fiber optic,1,0,1,0,0,1,1,4
4334-HOWRP,DSL,0,1,1,1,1,1,1,6
4255-DDUOU,No,1,0,0,0,0,0,0,1
5863-OOKCL,No,1,0,0,0,0,0,0,1
1686-STUHN,No,1,0,0,0,0,0,0,1
1329-VHWNP,DSL,0,0,0,0,0,0,0,0
2984-MIIZL,Fiber optic,1,0,0,1,0,0,0,2
0266-GMEAO,Fiber optic,1,1,1,1,1,1,1,7
5590-YRFJT,DSL,0,0,0,0,0,0,0,0
5574-NXZIU,Fiber optic,1,1,1,1,1,1,1,7
0019-GFNTW,DSL,0,1,1,1,1,0,0,4
4256-ZWTZI,DSL,1,0,0,0,1,0,0,2
8309-PPCED,Fiber optic,1,0,1,1,1,1,1,6
4098-NAUKP,Fiber optic,1,0,1,1,0,0,0,3
5196-WPYOW,DSL,1,1,1,0,1,0,0,4
4608-LCIMN,DSL,1,0,0,0,0,0,0,1
1485-YDHMM,Fiber optic,1,0,1,0,1,0,1,4
4054-CUMIA,No,1,0,0,0,0,0,0,1
0603-TPMIB,No,1,0,0,0,0,0,0,1
2525-GVKQU,No,1,0,0,0,0,0,0,1
8161-QYMTT,Fiber optic,1,0,0,0,0,1,1,3
9581-GVBXT,DSL,0,1,0,1,0,0,0,2
5862-BRIXZ,DSL,0,1,0,1,1,1,1,5
5404-GGUKR,DSL,1,0,1,0,0,0,0,2
3308-JSGML,DSL,0,1,0,1,1,1,1,5
2126-GSEGL,DSL,1,0,1,1,1,1,1,6
3677-TNKIO,Fiber optic,1,0,0,0,0,0,0,1
0440-QEXBZ,DSL,1,0,0,0,0,0,0,1
2434-EEVDB,Fiber optic,1,1,0,1,0,1,0,4
6762-QVYJO,DSL,0,1,0,1,1,1,1,5
6199-IWKGC,Fiber optic,1,0,0,0,1,1,1,4
2675-DHUTR,Fiber optic,1,0,1,0,0,1,1,4
8152-VETUR,Fiber optic,1,0,1,0,0,1,1,4
9667-EQRXU,DSL,0,0,0,1,0,1,0,2
7446-YPODE,DSL,1,1,1,0,0,0,0,3
9522-BNTHX,DSL,0,0,1,1,0,1,1,4
4676-WLUHT,DSL,0,1,1,0,0,0,1,3
3329-WDIOK,DSL,0,0,1,0,0,1,1,3
7980-MHFLQ,No,1,0,0,0,0,0,0,1
2873-ZLIWT,Fiber optic,1,0,0,1,1,0,0,3
3415-TAILE,DSL,1,0,0,0,0,1,1,3
0757-WCUUZ,DSL,1,0,0,1,0,0,1,3
1629-DQQVB,DSL,1,1,0,0,0,0,0,2
1915-IOFGU,Fiber optic,1,0,0,0,0,0,0,1
3045-XETSH,Fiber optic,1,0,1,1,0,0,1,4
0374-AACSZ,DSL,1,1,0,0,0,0,0,2
