customerID,gender,SeniorCitizen,Partner,Dependents,tenure,customer_lifetime_value,revenue_tier,engagement_score
0496-AHOOK,Male,0,Yes,No,24,1785.6000000000001,Silver,37.0
8336-TAVKX,Female,1,Yes,No,72,5648.400000000001,Gold,66.0
2468-SJFLM,Male,0,No,No,1,74.3,Bronze,10.5
3181-VTHOE,Male,0,Yes,No,70,3573.5,Gold,55.0
7168-HDQHG,Female,0,Yes,Yes,36,691.1999999999999,Bronze,23.0
4803-AXVYP,Female,1,No,No,38,3782.9,Gold,31.0
3884-HCSWG,Female,0,No,No,17,1190.0,Silver,9.5
4567-AKPIA,Female,0,Yes,Yes,41,4473.099999999999,Gold,50.5
5077-DXTCG,Female,0,No,No,1,45.3,Bronze,5.5
1142-WACZW,Male,0,No,No,2,59.7,Bronze,6.0
7901-HXJVA,Male,0,No,No,14,1070.3,Silver,17.0
5649-ANRML,Male,1,No,No,2,190.2,Bronze,26.0
4892-VLANZ,Male,0,No,No,1,19.8,Bronze,5.5
5924-IFQTT,Male,0,Yes,Yes,13,946.4,Bronze,31.5
7968-QUXNS,Male,0,No,No,6,113.69999999999999,Bronze,8.0
2919-HBCJO,Female,0,No,No,4,306.6,Bronze,12.0
4236-XPXAV,Female,0,Yes,Yes,5,495.75,Bronze,27.5
8903-WMRNW,Female,0,Yes,No,15,1526.25,Silver,32.5
2452-SNHFZ,Female,0,No,No,47,3546.15,Gold,33.5
3629-WEAAM,Female,0,No,No,8,512.8,Bronze,14.0
6029-CSMJE,Male,0,No,No,17,436.04999999999995,Bronze,8.5
7993-NQLJE,Male,0,Yes,Yes,15,1126.5,Silver,9.5
9909-DFRJA,Female,0,No,No,26,2492.1,Silver,38.0
9099-FTUHS,Female,0,No,No,23,1251.2,Silver,17.5
0581-BXBUB,Female,1,No,No,4,291.0,Bronze,12.0
4962-CHQPW,Male,0,No,Yes,29,575.6500000000001,Bronze,19.5
9467-ROOLM,Female,0,No,No,25,476.25,Bronze,17.5
3030-YZADT,Male,0,No,No,9,404.55,Bronze,9.5
7410-KTVFV,Male,0,Yes,No,18,891.9,Bronze,19.0
5150-ITWWB,Male,1,No,No,3,284.54999999999995,Bronze,6.5
2253-KPMNB,Female,0,Yes,Yes,69,3191.25,Gold,54.5
1345-ZUKID,Male,0,No,No,14,270.90000000000003,Bronze,12.0
6429-SHBCB,Male,0,No,No,19,1322.3999999999999,Silver,24.5
9281-OFDMF,Male,1,No,No,39,3537.3,Gold,34.5
2603-HVKCG,Male,0,No,No,31,3143.4,Gold,40.5
1834-WULEG,Male,0,Yes,Yes,24,486.0,Bronze,13.0
9097-ZUBYC,Male,0,Yes,No,14,683.1999999999999,Bronze,17.0
5148-ORICT,Female,0,Yes,No,64,4758.4,Gold,62.0
4893-GYUJU,Female,0,No,No,50,967.5000000000001,Bronze,22.0
4578-PHJYZ,Male,0,Yes,Yes,52,3575.0,Gold,51.0
7272-QDCKA,Male,0,No,No,28,2805.6,Silver,28.0
8908-SLFCJ,Female,0,No,No,21,437.85,Bronze,15.5
8393-DLHGA,Male,0,No,Yes,25,2397.5,Silver,24.5
9766-HGEDE,Female,0,Yes,No,17,328.95000000000005,Bronze,13.5
6968-MHOMU,Male,0,Yes,No,58,2610.0,Silver,39.0
7395-IGJOS,Male,1,Yes,No,17,1385.5,Silver,18.5
5044-XDPYX,Female,0,Yes,No,51,1300.5,Silver,30.5
1814-WFGVS,Male,0,Yes,Yes,72,3520.7999999999997,Gold,56.0
2834-SPCJV,Male,0,Yes,No,52,4373.2,Gold,29.0
3721-WKIIL,Female,0,No,No,27,529.2,Bronze,18.5
6734-CKRSM,Female,0,No,No,3,60.0,Bronze,0.5
1265-ZFOSD,Female,0,Yes,No,64,5203.2,Gold,62.0
6568-POCUI,Female,0,Yes,No,45,4284.0,Gold,42.5
7890-VYYWG,Male,1,Yes,No,3,109.35000000000001,Bronze,6.5
5197-LQXXH,Female,0,Yes,No,71,5914.3,Gold,65.5
9907-SWKKF,Female,1,No,No,1,25.05,Bronze,0.5
3457-PQBYH,Female,0,Yes,Yes,58,1177.4,Silver,34.0
7682-AZNDK,Male,0,Yes,Yes,34,3054.8999999999996,Gold,37.0
0587-DMGBH,Female,0,No,No,8,398.8,Bronze,14.0
5384-ZTTWP,Female,0,Yes,Yes,15,297.0,Bronze,8.5
3745-HRPHI,Male,0,Yes,Yes,66,3606.9,Gold,53.0
7636-OWBPG,Male,1,No,No,12,352.20000000000005,Bronze,11.0
1231-YNDEK,Male,0,No,No,58,1110.6999999999998,Silver,28.0
1407-DIGZV,Female,0,Yes,Yes,3,57.300000000000004,Bronze,6.5
6397-JNZZG,Female,1,Yes,No,43,2388.65,Silver,25.5
0570-BFQHT,Female,0,No,No,9,724.9499999999999,Bronze,19.5
4393-OBCRR,Female,0,No,No,3,60.75,Bronze,6.5
3523-QRQLL,Female,0,Yes,Yes,22,1529.0,Silver,23.0
8564-LDKFL,Male,0,Yes,No,40,4240.0,Gold,45.0
3696-DFHHB,Female,0,No,No,68,1734.0,Silver,39.0
0895-DQHEW,Male,0,Yes,No,54,5632.2,Gold,36.0
4717-GHADL,Female,0,No,No,50,3979.9999999999995,Gold,50.0
5501-TVMGM,Male,0,No,No,1,55.25,Bronze,10.5
5879-HMFFH,Female,0,Yes,No,72,6339.599999999999,Gold,71.0
6772-WFQRD,Male,0,No,Yes,40,816.0,Bronze,25.0
3810-DVDQQ,Female,0,Yes,Yes,72,8467.199999999999,Gold,69.0
6972-SNKKW,Female,0,No,No,6,120.0,Bronze,8.0
3694-GLTJM,Female,0,No,No,5,98.25,Bronze,7.5
8550-XSXUQ,Male,0,Yes,No,48,3386.3999999999996,Gold,34.0
8149-RSOUN,Female,0,No,No,1,93.85,Bronze,15.5
9055-MOJJJ,Female,0,Yes,Yes,64,4211.2,Gold,52.0
4359-INNWN,Female,0,No,No,17,340.85,Bronze,13.5
0585-EGDDA,Male,0,Yes,No,40,3200.0,Gold,35.0
4032-RMHCI,Female,0,Yes,Yes,41,1451.3999999999999,Silver,30.5
0549-CYCQN,Male,1,No,No,51,4059.6,Gold,35.5
3481-JHUZH,Male,0,Yes,No,41,3290.25,Gold,30.5
7250-EQKIY,Female,0,Yes,Yes,1,50.45,Bronze,10.5
3594-IVHJZ,Female,0,No,No,2,40.9,Bronze,6.0
6869-FGJJC,Male,0,No,No,68,5412.799999999999,Gold,49.0
3896-ZVNET,Female,0,Yes,Yes,24,592.8,Bronze,17.0
8205-VSLRB,Male,0,Yes,No,70,5411.0,Gold,60.0
5960-MVTUK,Male,0,No,No,3,89.25,Bronze,6.5
6817-WTYHE,Male,0,No,No,2,89.8,Bronze,6.0
3082-VQXNH,Male,0,Yes,No,3,89.4,Bronze,6.5
4013-UBXWQ,Female,0,No,No,7,522.5500000000001,Bronze,23.5
4931-TRZWN,Female,0,No,No,13,935.35,Bronze,26.5
0750-EKNGL,Male,0,No,No,7,145.25,Bronze,8.5
7669-LCRSD,Male,0,Yes,Yes,12,675.5999999999999,Bronze,16.0
3567-PQTSO,Male,0,Yes,Yes,53,5578.25,Gold,45.5
5519-NPHVG,Female,0,No,No,12,1130.4,Silver,21.0
8043-PNYSD,Male,0,Yes,Yes,63,1231.65,Silver,36.5
9938-EKRGF,Female,0,No,No,15,1266.75,Silver,42.5
2703-AMTUL,Male,0,Yes,Yes,36,1931.3999999999999,Silver,31.0
0928-JMXNP,Male,1,Yes,No,4,119.6,Bronze,7.0
8173-RXAYP,Female,0,Yes,Yes,24,472.79999999999995,Bronze,7.0
4825-XJGDM,Female,0,No,No,61,2665.7000000000003,Silver,50.5
5402-HTOTQ,Male,0,No,No,16,884.8,Bronze,18.0
6734-JDTTV,Male,0,Yes,Yes,65,1290.25,Silver,31.5
7850-THJMU,Female,0,Yes,Yes,26,510.9,Bronze,10.0
3890-RTCMS,Male,0,No,No,16,791.2,Bronze,12.0
8849-GYOKR,Female,0,Yes,No,54,5753.7,Gold,40.0
3148-BLQJT,Male,0,No,No,1,20.1,Bronze,5.5
3717-FDJFU,Male,0,No,Yes,5,102.25,Bronze,5.5
3665-JATSN,Female,0,No,No,19,754.3000000000001,Bronze,15.5
7966-YOTQW,Male,0,No,No,10,545.0,Bronze,15.0
0461-CVKMU,Female,0,Yes,Yes,23,1927.3999999999999,Silver,19.5
8806-EAGWC,Male,0,No,No,3,165.45,Bronze,11.5
8853-TZDGH,Female,0,No,No,72,8035.2,Gold,66.0
7779-LGOVN,Male,1,Yes,No,10,866.5,Bronze,15.0
4324-BZCKL,Female,0,Yes,Yes,10,555.5,Bronze,20.0
6924-TDGMT,Male,0,Yes,No,11,226.05,Bronze,10.5
9710-ZUSHQ,Female,1,No,No,37,3949.75,Gold,27.5
1536-YHDOE,Male,0,Yes,Yes,17,1055.7,Silver,23.5
8123-QBNAZ,Female,0,Yes,Yes,36,3762.0,Gold,39.0
3629-ZNKXA,Male,1,No,No,17,1730.6,Silver,33.5
4827-LTQRJ,Female,1,Yes,Yes,66,7299.599999999999,Gold,63.0
7711-YIJWC,Male,0,Yes,Yes,61,5178.900000000001,Gold,65.5
5482-VXSXJ,Male,0,No,No,22,2050.4,Silver,27.0
7365-BVCJH,Male,0,No,No,1,24.4,Bronze,0.5
9620-ENEJV,Female,0,No,No,6,423.29999999999995,Bronze,8.0
4183-WCSEP,Male,0,No,No,31,2431.9500000000003,Silver,30.5
2378-YIZKA,Female,0,Yes,Yes,68,5780.0,Gold,69.0
5498-TXHLF,Female,0,Yes,Yes,34,2973.3,Silver,16.0
0689-DSXGL,Female,0,Yes,Yes,52,4461.599999999999,Gold,42.0
6818-DJXAA,Female,0,No,Yes,10,911.0,Bronze,25.0
9722-UJOJR,Male,0,Yes,Yes,29,2051.75,Silver,17.5
0464-WJTKO,Female,0,Yes,Yes,72,1447.2,Silver,41.0
8902-ZEOVF,Male,0,Yes,Yes,47,942.35,Bronze,28.5
6778-EICRF,Male,0,Yes,Yes,24,1795.1999999999998,Silver,32.0
2662-NNTDK,Male,0,No,No,65,1612.0,Silver,27.5
4132-KALRO,Female,0,No,No,4,403.4,Bronze,22.0
3902-FOIGH,Male,1,Yes,No,12,1216.1999999999998,Silver,22.0
6772-KSATR,Male,0,No,No,1,81.7,Bronze,10.5
7112-OPOTK,Male,0,No,No,33,2252.25,Silver,3.5
2874-YXVVA,Female,0,No,No,34,3573.3999999999996,Gold,47.0
1245-HARPS,Female,0,Yes,No,14,285.59999999999997,Bronze,12.0
4210-QFJMF,Female,0,No,No,4,316.6,Bronze,12.0
4323-ELYYB,Male,0,Yes,Yes,13,260.0,Bronze,11.5
4293-ETKAP,Female,0,Yes,Yes,65,5161.0,Gold,57.5
6064-PUPMC,Male,0,Yes,Yes,23,1315.6000000000001,Silver,26.5
6504-VBLFL,Male,0,Yes,No,55,3223.0,Gold,47.5
6322-PJJDJ,Male,0,Yes,No,49,4645.2,Gold,44.5
0330-BGYZE,Male,0,Yes,No,60,6150.0,Gold,55.0
1085-LDWAM,Female,0,Yes,Yes,69,1404.15,Silver,39.5
7586-ZATGZ,Male,0,No,No,40,3396.0,Gold,30.0
7197-VOJMM,Male,0,Yes,No,67,4636.400000000001,Gold,58.5
3318-OSATS,Male,1,No,No,35,3340.75,Gold,12.5
5828-AVIPD,Male,0,Yes,Yes,19,1918.05,Silver,25.5
1843-TLSGD,Female,0,Yes,Yes,13,271.05,Bronze,11.5
9626-VFRGG,Female,0,No,Yes,41,3628.5,Gold,35.5
7075-BNDVQ,Female,0,No,No,4,140.0,Bronze,12.0
9143-CANJF,Female,0,Yes,Yes,24,1323.6,Silver,23.0
7284-BUYEC,Female,0,No,No,5,254.75,Bronze,17.5
2041-JIJCI,Female,0,No,No,5,320.0,Bronze,17.5
1086-LXKFY,Female,0,Yes,Yes,1,69.1,Bronze,5.5
4900-MSOMT,Female,0,Yes,Yes,72,5774.400000000001,Gold,66.0
2229-VWQJH,Female,0,No,No,24,1183.1999999999998,Silver,22.0
9194-GFVOI,Female,0,Yes,No,42,3542.7,Gold,47.0
1336-EZFZY,Female,0,No,No,4,80.2,Bronze,5.0
4282-MSACW,Male,0,No,No,68,7969.6,Gold,61.0
1403-LKLIK,Female,0,Yes,Yes,33,663.3000000000001,Bronze,21.5
2636-ALXXZ,Female,1,No,No,1,69.6,Bronze,5.5
7774-OJSXI,Male,0,No,No,31,3206.9500000000003,Gold,30.5
7786-WBJYI,Female,0,No,No,4,311.8,Bronze,12.0
0136-IFMYD,Male,1,Yes,No,69,7586.55,Gold,64.5
5144-TVGLP,Male,1,No,No,38,3600.5,Gold,26.0
9643-AVVWI,Female,0,Yes,Yes,3,240.0,Bronze,16.5
0253-ZTEOB,Female,0,Yes,Yes,48,3823.2000000000003,Gold,49.0
2706-QZIHY,Female,0,Yes,No,15,378.0,Bronze,12.5
6061-PQHMK,Female,0,No,No,25,497.49999999999994,Bronze,17.5
9885-CSMWE,Female,1,No,No,1,78.45,Bronze,10.5
6137-MFAJN,Female,0,No,No,48,2150.3999999999996,Silver,33.0
9122-UMROB,Male,0,No,No,1,20.3,Bronze,5.5
4232-JGKIY,Male,0,No,No,1,19.2,Bronze,-0.5
2402-TAIRZ,Female,0,No,No,37,2961.85,Silver,33.5
9659-ZTWSM,Male,1,Yes,No,66,7085.099999999999,Gold,57.0
9139-TWBAS,Female,0,Yes,No,26,1244.1000000000001,Silver,23.0
6685-GBWJZ,Male,0,Yes,No,63,4460.4,Gold,56.5
5016-ETTFF,Male,0,No,No,10,295.0,Bronze,10.0
3866-MDTUB,Female,0,No,No,2,141.5,Bronze,21.0
2195-VVRJF,Male,1,Yes,No,18,1063.8,Silver,24.0
3913-RDSJZ,Female,0,Yes,No,64,1635.2,Silver,37.0
8058-JMEQO,Female,1,No,No,9,760.0500000000001,Bronze,14.5
4203-QGNZA,Female,0,No,Yes,28,567.0,Bronze,19.0
5043-TRZWM,Female,0,No,No,1,75.55,Bronze,6.5
0697-ZMSWS,Male,0,No,No,4,342.6,Bronze,4.0
7657-DYEPJ,Male,1,No,No,38,2665.7000000000003,Silver,36.0
9494-BDNNC,Male,0,Yes,No,66,6289.8,Gold,53.0
1640-PLFMP,Female,0,No,No,1,70.25,Bronze,5.5
5366-OBVMR,Female,0,Yes,No,18,905.4,Bronze,19.0
8276-MQBYC,Male,1,No,No,51,4987.8,Gold,29.5
7644-OMVMY,Male,0,Yes,Yes,0,0.0,Bronze,5.0
7593-XFKDI,Male,0,No,No,1,46.3,Bronze,5.5
4573-JKNAE,Male,0,No,Yes,12,232.20000000000002,Bronze,11.0
0337-CNPZE,Female,0,No,No,41,4358.3,Gold,37.5
9817-APLHW,Male,0,No,No,12,300.0,Bronze,3.0
8380-MQINP,Female,0,Yes,Yes,55,1116.5,Silver,32.5
0840-DFEZH,Female,0,No,No,7,527.4499999999999,Bronze,8.5
1513-XNPPH,Female,0,No,No,12,1072.8000000000002,Silver,18.0
8690-ZVLCL,Female,0,Yes,Yes,68,5984.0,Gold,69.0
6015-VVHHE,Female,1,No,No,5,415.75,Bronze,12.5
1125-SNVCK,Female,1,No,No,49,2146.2,Silver,29.5
0384-LPITE,Male,0,No,No,40,2482.0,Silver,41.0
4616-EWBNJ,Female,0,No,No,16,321.6,Bronze,13.0
6347-DCUIK,Male,0,No,No,10,741.5,Bronze,10.0
1335-HQMKX,Female,0,Yes,No,72,7297.2,Gold,59.0
2545-EBUPK,Female,1,No,No,2,168.1,Bronze,11.0
6923-AQONU,Male,0,Yes,Yes,23,480.7,Bronze,16.5
2172-EJXVF,Female,1,No,No,71,7518.900000000001,Gold,60.5
0897-FEGMU,Female,0,Yes,No,11,1094.5,Silver,21.5
7663-RGWBC,Male,0,No,No,1,44.15,Bronze,5.5
1120-BMWUB,Female,0,No,No,16,862.4,Bronze,23.0
9124-LHCJQ,Female,0,No,No,1,85.45,Bronze,10.5
4536-PLEQY,Male,0,Yes,No,12,1020.5999999999999,Silver,21.0
7029-IJEJK,Female,0,No,No,54,2381.4,Silver,42.0
8871-JLMHM,Female,0,Yes,No,68,6133.6,Gold,24.0
2235-ZGKPT,Female,0,Yes,Yes,4,203.4,Bronze,7.0
3891-PUQOD,Female,0,No,Yes,1,59.2,Bronze,15.5
5447-VYTKW,Male,0,No,No,27,1443.15,Silver,26.5
3623-FQBOX,Male,0,No,No,21,418.95,Bronze,15.5
0689-NKYLF,Male,0,No,No,13,1081.6000000000001,Silver,17.5
8659-HDIYE,Female,1,No,No,64,4777.6,Gold,57.0
3658-KIBGF,Female,0,No,No,1,54.9,Bronze,11.5
3474-BAFSJ,Male,0,Yes,No,57,3277.5,Gold,45.5
5519-YLDGW,Female,0,Yes,No,21,2181.9,Silver,27.5
3865-ZFZIB,Male,0,No,No,19,373.34999999999997,Bronze,12.5
1855-AGAWH,Male,0,Yes,No,31,2907.7999999999997,Silver,35.5
7109-CQYUZ,Male,0,No,No,52,4641.0,Gold,53.0
1370-GGAWX,Female,0,No,No,46,4330.900000000001,Gold,43.0
4680-KUTAJ,Female,1,No,No,11,611.6,Bronze,13.5
5307-UVGNB,Female,0,Yes,Yes,53,2581.1000000000004,Silver,46.5
4946-EDSEW,Female,0,Yes,Yes,11,211.75,Bronze,10.5
2883-ILGWO,Male,1,No,No,57,5979.3,Gold,53.5
2516-VQRRV,Female,1,No,No,2,150.9,Bronze,6.0
7580-UGXNC,Female,1,No,No,2,109.7,Bronze,16.0
3642-BYHDO,Female,0,Yes,Yes,71,1412.8999999999999,Silver,40.5
9629-NHXFW,Female,0,Yes,Yes,1,19.4,Bronze,-2.5
2696-RZVZW,Male,0,Yes,No,68,1703.4,Silver,39.0
5766-FTRTS,Male,0,Yes,No,72,6080.400000000001,Gold,71.0
0396-HUJBP,Female,0,No,No,2,38.6,Bronze,6.0
5178-LMXOP,Male,1,Yes,No,1,95.1,Bronze,15.5
8879-ZKJOF,Female,0,No,No,41,3273.85,Gold,44.5
6285-FTQBF,Male,0,Yes,Yes,72,1839.6000000000001,Silver,41.0
8185-UPYBR,Male,0,Yes,No,6,453.0,Bronze,6.0
4585-HETAI,Female,0,Yes,Yes,4,295.0,Bronze,8.0
7526-BEZQB,Male,0,No,No,12,1152.6,Silver,17.0
1474-JUWSM,Female,0,Yes,No,58,3967.2000000000003,Gold,41.0
3530-CRZSB,Female,0,No,No,7,144.54999999999998,Bronze,8.5
8498-XXGWA,Female,0,Yes,No,65,3584.75,Gold,31.5
9617-INGJY,Male,0,No,No,1,70.6,Bronze,5.5
0621-TSSMU,Male,0,Yes,No,56,1117.2,Silver,33.0
7234-KMNRQ,Male,0,No,No,4,76.0,Bronze,7.0
7636-PEPNS,Female,0,Yes,Yes,58,2557.8,Silver,34.0
4683-WYDOU,Male,0,Yes,No,62,6671.2,Gold,56.0
9052-DHNKM,Male,0,No,No,26,1600.3,Silver,28.0
6794-HKIAJ,Male,0,No,No,62,5623.400000000001,Gold,45.0
5578-NKCXI,Female,0,Yes,Yes,58,5756.5,Gold,54.0
1642-HMARX,Female,0,Yes,No,68,6235.6,Gold,69.0
3096-WPXBT,Female,0,Yes,Yes,61,6142.7,Gold,55.5
8434-PNQZX,Female,0,No,No,42,3294.9,Gold,46.0
5950-AAAGJ,Male,0,No,No,18,1517.3999999999999,Silver,19.0
4299-OPXEJ,Female,0,No,No,56,1094.8,Silver,33.0
4951-UKAAQ,Female,0,No,No,4,355.8,Bronze,17.0
9618-LFJRU,Female,0,No,No,4,81.8,Bronze,7.0
6693-DJWTY,Female,0,No,Yes,35,1946.0,Silver,32.5
0744-GKNGE,Female,0,Yes,Yes,64,5555.2,Gold,47.0
6447-EGDIV,Female,0,No,No,31,649.4499999999999,Bronze,20.5
1167-OYZJF,Female,1,Yes,No,67,1343.3500000000001,Silver,32.5
2108-YKQTY,Female,0,No,No,4,202.8,Bronze,12.0
4806-DXQCE,Female,1,Yes,No,70,7955.5,Gold,56.0
4918-QLLIW,Male,0,No,No,3,160.2,Bronze,11.5
7056-IMHCC,Male,1,Yes,No,53,5400.700000000001,Gold,34.5
4854-SSLTN,Male,0,Yes,Yes,2,119.0,Bronze,21.0
5294-DMSFH,Female,0,Yes,Yes,29,2546.2,Silver,29.5
4837-PZTIC,Female,0,No,No,47,1969.3,Silver,38.5
1625-JAIIY,Female,0,Yes,Yes,68,5644.0,Gold,44.0
0603-OLQDC,Male,0,No,Yes,12,838.1999999999999,Bronze,26.0
3272-VUHPV,Female,0,Yes,Yes,8,450.4,Bronze,19.0
4176-FXYBO,Male,0,Yes,No,54,5915.7,Gold,51.0
1063-DHQJF,Male,0,Yes,Yes,69,6358.35,Gold,44.5
8663-UPDGF,Female,0,No,No,26,1807.0,Silver,33.0
6719-FGEDO,Female,0,Yes,No,72,6984.0,Gold,61.0
1837-YQUCE,Female,0,No,No,70,4084.5,Gold,60.0
2947-DOMLJ,Male,0,No,Yes,1,50.6,Bronze,10.5
4112-LUEIZ,Male,0,No,No,10,895.0,Bronze,20.0
0369-ZGOVK,Female,0,Yes,Yes,28,1971.2000000000003,Silver,19.0
4510-HIMLV,Male,0,No,No,1,69.8,Bronze,5.5
9919-KNPOO,Female,0,Yes,No,21,1980.3,Silver,25.5
8749-JMNKX,Male,1,Yes,No,51,4783.8,Gold,25.5
7872-BAAZR,Female,0,Yes,Yes,53,1036.15,Silver,31.5
9391-LMANN,Male,0,No,Yes,53,5085.35,Gold,51.5
2430-USGXP,Male,0,Yes,No,24,2425.2,Silver,20.0
8174-TBVCF,Female,0,Yes,No,70,6636.0,Gold,66.0
1698-XFZCI,Male,0,No,No,61,6572.75,Gold,56.5
1877-HKBQX,Female,0,No,No,11,600.6,Bronze,20.5
4450-DLLMH,Male,0,No,No,2,142.6,Bronze,6.0
0428-AXXLJ,Male,0,No,No,25,487.5,Bronze,9.5
2746-DIJLO,Female,0,No,No,41,2308.2999999999997,Silver,30.5
5955-ERIHD,Male,0,Yes,No,18,1704.6000000000001,Silver,16.0
0917-EZOLA,Male,1,Yes,No,72,7498.8,Gold,23.0
3508-VLHCZ,Female,0,Yes,Yes,71,6429.05,Gold,70.5
4086-ATNFV,Female,0,Yes,Yes,34,2067.2,Silver,37.0
0468-YRPXN,Male,0,No,No,29,2865.2,Silver,39.5
5996-NRVXR,Male,1,Yes,No,40,3926.0,Gold,50.0
3739-YBWAB,Male,0,Yes,No,36,1272.6000000000001,Silver,28.0
7047-FWEYA,Female,0,Yes,No,46,4744.900000000001,Gold,42.0
2000-MPKCA,Female,0,No,No,58,6249.5,Gold,59.0
9762-YAQAA,Male,0,No,No,39,3174.6000000000004,Gold,29.5
5949-EBSQK,Male,0,Yes,Yes,4,245.8,Bronze,17.0
5473-KHBPS,Female,0,Yes,Yes,52,4976.400000000001,Gold,46.0
0100-DUVFC,Male,1,Yes,No,70,7336.0,Gold,60.0
5397-TUPSH,Male,1,Yes,No,65,4611.75,Gold,37.5
8950-MTZNV,Male,0,No,No,1,44.95,Bronze,5.5
0326-VDYXE,Female,0,Yes,No,70,6835.5,Gold,55.0
6773-LQTVT,Female,1,Yes,Yes,29,1033.85,Silver,24.5
7274-RTAPZ,Male,0,No,No,1,90.55,Bronze,15.5
0436-TWFFZ,Female,0,No,No,67,5711.75,Gold,63.5
8566-YPRGL,Female,0,No,No,1,19.5,Bronze,1.5
0311-UNPFF,Female,0,No,No,26,2308.7999999999997,Silver,12.0
6609-MXJHJ,Female,0,Yes,Yes,30,753.0,Bronze,20.0
2669-OIDSD,Female,0,Yes,No,48,4802.4,Gold,49.0
8400-WZICQ,Female,0,Yes,Yes,55,3063.5,Gold,42.5
3834-XUIFC,Male,0,No,No,7,596.4,Bronze,7.5
9576-SYUHJ,Male,0,No,No,37,3372.55,Gold,33.5
0410-IPFTY,Female,0,Yes,No,31,2599.35,Silver,30.5
2831-EBWRN,Male,0,No,No,4,183.6,Bronze,5.0
9430-NKQLY,Male,0,Yes,Yes,72,1807.2,Silver,41.0
8414-MYSHR,Male,1,No,No,5,457.0,Bronze,17.5
0247-SLUJI,Male,0,Yes,Yes,1,19.7,Bronze,5.5
9402-ORRAH,Female,1,No,No,15,1372.5,Silver,22.5
6483-OATDN,Male,0,Yes,Yes,8,410.4,Bronze,14.0
1293-HHSHJ,Female,0,No,No,35,738.5,Bronze,22.5
4840-ORQXB,Female,1,No,No,56,5866.0,Gold,53.0
7599-FKVXZ,Male,0,Yes,No,42,4458.3,Gold,30.0
3982-DQLUS,Male,1,Yes,Yes,65,5573.75,Gold,47.5
8610-ZIKJJ,Female,0,Yes,Yes,2,40.6,Bronze,6.0
3756-VNWDH,Male,1,Yes,No,65,6548.75,Gold,52.5
7801-KICAO,Female,0,No,No,18,1334.7,Silver,14.0
7673-LPRNY,Female,0,No,No,23,1806.6499999999999,Silver,36.5
8229-TNIQA,Female,0,No,No,4,181.2,Bronze,-1.0
6060-QBMGV,Male,0,Yes,No,70,1389.5,Silver,40.0
7339-POGZN,Female,0,No,No,4,202.8,Bronze,7.0
2828-SLQPF,Male,0,No,No,19,855.0,Bronze,14.5
4465-VDKIQ,Female,0,No,No,18,1400.3999999999999,Silver,24.0
2921-XWDJH,Female,1,Yes,No,38,3171.1,Gold,32.0
6221-AVQYL,Male,0,No,No,2,146.5,Bronze,6.0
2558-BUOZZ,Male,0,No,No,47,4455.599999999999,Gold,43.5
9257-AZMTZ,Female,0,Yes,Yes,52,1045.2,Silver,31.0
0003-MKNFE,Male,0,No,No,9,539.1,Bronze,8.5
0975-UYDTX,Female,0,Yes,No,26,2342.6,Silver,48.0
7743-EXURX,Male,0,Yes,Yes,8,408.4,Bronze,14.0
4682-BLBUC,Male,0,Yes,No,44,3121.8,Gold,41.0
0975-VOOVL,Female,0,No,No,3,87.6,Bronze,6.5
5968-VXZLG,Male,0,No,No,2,93.2,Bronze,6.0
5569-KGJHX,Female,0,Yes,Yes,9,768.15,Bronze,14.5
4988-IQIGL,Male,1,No,No,1,75.35,Bronze,5.5
5201-FRKKS,Male,0,No,No,25,1857.5,Silver,18.5
9799-CAYJJ,Female,1,Yes,No,2,138.6,Bronze,4.0
7730-IUTDZ,Male,0,No,No,43,3233.6,Gold,31.5
0426-TIRNE,Female,0,No,No,1,20.9,Bronze,5.5
5443-SCMKX,Female,0,Yes,No,58,5469.4,Gold,49.0
8295-KMENE,Female,0,Yes,Yes,59,4510.55,Gold,54.5
6738-ISCBM,Male,0,No,No,44,2376.0,Silver,42.0
9821-BESNZ,Male,0,No,No,66,6880.5,Gold,58.0
3678-MNGZX,Male,0,Yes,Yes,68,1356.6,Silver,39.0
1335-NTIUC,Male,0,No,No,9,224.54999999999998,Bronze,-5.5
2916-BQZLN,Male,0,No,No,19,1610.25,Silver,24.5
4558-CGYCZ,Male,0,No,No,4,79.0,Bronze,5.0
2368-GAKKQ,Female,0,No,No,70,7955.5,Gold,70.0
8710-YGLWG,Male,0,No,No,1,44.9,Bronze,-2.5
3199-XGZCY,Female,0,No,No,8,602.0,Bronze,7.0
3785-KTYSH,Male,0,No,No,53,1303.8000000000002,Silver,31.5
6814-ZPWFQ,Male,1,No,No,51,1275.0,Silver,30.5
4063-EIKNQ,Male,0,Yes,Yes,11,230.45,Bronze,10.5
6993-YCOBK,Male,0,Yes,Yes,60,6636.0,Gold,60.0
5206-HPJKM,Male,0,No,No,17,943.5,Bronze,19.5
7587-RZNME,Male,0,No,No,3,129.89999999999998,Bronze,6.5
0748-RDGGM,Male,0,Yes,No,70,7665.0,Gold,50.0
8393-JMVMB,Male,0,No,No,1,19.45,Bronze,1.5
5019-GQVCR,Male,1,No,No,43,3648.5499999999997,Gold,31.5
6036-TTFYU,Female,0,Yes,No,16,313.6,Bronze,13.0
2550-AEVRU,Female,0,Yes,Yes,57,3046.65,Gold,43.5
0969-RGKCU,Male,0,Yes,Yes,37,732.6,Bronze,23.5
